age,monthly_charges,total_charges,tenure_months,monthly_usage_gb,customer_satisfaction,number_of_services,gender,contract_type,payment_method,internet_service,phone_service,streaming_tv,streaming_movies,churn,customer_lifetime_value
44.0,76.25239757469726,172.8969446693778,2.0,21.637759358349058,8,3,male,monthly,Mailed check,Fiber optic,Yes,No,yes,yes,100.0
57.0,108.71155480925071,3129.8412224420294,29.0,38.83311530625957,10,2,male,monthly,Bank transfer,Fiber optic,yes,no,Yes,no,3418.56
64.0,35.81382187649325,136.19023295760627,4.0,64.79345767313833,3,1,Female,monthly,electronic,None,No,Yes,yes,yes,100.0
29.0,67.99832686157283,2340.6652029835827,31.0,61.796300762051075,2,3,M,Two year,Mailed check,fiber,Y,no,Yes,no,1894.05
28.0,74.7406927032422,4635.011783630782,69.0,41.792831218312976,2,1,Male,Two year,Mailed check,Fiber optic,Y,yes,yes,no,3767.12
69.0,75.43008898805401,4578.050564730702,68.0,55.66231122250207,3,4,male,monthly,credit,fiber,no,Yes,Yes,yes,1254.8
38.0,63.71212435697746,2058.284197707855,32.0,90.81078937105727,7,1,male,Two year,Mailed check,No,No,no,No,no,4309.06
64.0,70.5974907568952,3760.0148437961825,63.0,78.98612611285054,8,1,Female,One year,electronic,No,Y,No,Yes,no,2668.2
36.0,44.84636348969104,798.4097314925024,20.0,35.71337877028034,9,4,,Month-to-month,Credit card,fiber,Y,No,yes,no,3573.55
56.0,67.04062833506637,869.9695230973732,12.0,41.248142241002995,5,3,female,yearly,Electronic check,Fiber optic,no,yes,no,no,1911.34
36.0,49.27973036281852,1585.7516343284262,31.0,52.37415474545995,5,2,Male,Two year,electronic,fiber,Yes,Yes,No,no,1815.99
73.0,63.33868825633465,57.944049800609626,1.0,69.00777752933489,5,2,M,Month-to-month,Bank transfer,fiber,no,Yes,yes,yes,100.0
41.0,10.040393703841765,176.1461597469851,15.0,89.43982462956075,4,2,female,Month-to-month,Mailed check,No,Yes,yes,No,no,2466.71
43.0,60.11340311975022,530.4651132793521,8.0,47.07159356348281,2,2,Female,Month-to-month,Credit card,No,yes,yes,no,yes,641.54
21.0,34.493865968101964,1865.7562738575878,50.0,66.87723422449145,7,2,Female,Two year,Mailed check,None,Yes,No,Yes,no,2730.09
36.0,25.319121936238737,1577.8591843978793,66.0,49.97633886043008,4,3,Female,yearly,Bank transfer,No,No,No,No,no,3795.98
54.0,62.26501912325445,175.90712993696616,3.0,62.23123964008145,5,2,female,Month-to-month,electronic,Fiber optic,Y,Yes,No,yes,117.25
60.0,59.42124329111478,4114.526365721375,61.0,61.179662896114976,7,1,Male,monthly,Credit card,Fiber optic,Yes,Yes,Yes,no,2119.34
49.0,65.64968863371783,3652.249486090507,50.0,33.302100413409775,5,4,Female,yearly,Electronic check,fiber,yes,No,no,no,1633.17
71.0,35.51514380338989,513.86438077123,14.0,50.33099466732138,9,2,male,Two year,Bank transfer,dsl,Y,no,yes,no,2190.59
44.0,83.90385976025597,253.2925135912027,3.0,69.4784344369689,3,4,Female,yearly,electronic,Fiber optic,Y,No,Yes,no,2248.77
29.0,84.55289689576871,5974.215695764875,68.0,27.632667953835732,5,2,M,yearly,credit,fiber,No,Yes,Yes,no,3889.38
20.0,56.71366210696752,639.6527844713917,10.0,28.743071630740573,9,4,M,Two year,Bank transfer,DSL,Yes,No,no,no,2157.45
55.0,89.0414568994733,2504.6497796128224,27.0,18.542491579458364,2,3,female,Month-to-month,Mailed check,DSL,yes,No,yes,no,1886.92
24.0,55.16771994544129,832.9025817644084,14.0,27.202556743046156,7,1,Male,yearly,Mailed check,No,N,No,yes,no,1446.51
79.0,65.38133639560932,2535.054860000958,35.0,61.00220703321291,7,3,Male,Month-to-month,Electronic check,Fiber optic,Yes,no,yes,yes,763.3
38.0,45.08704364293638,,70.0,33.35125373595398,4,2,female,Month-to-month,Electronic check,No,yes,Yes,no,no,4185.59
28.0,44.93551597796463,986.8001881393976,19.0,38.81235557304643,1,4,male,monthly,Mailed check,dsl,Yes,yes,No,yes,100.0
39.0,66.62844931649046,2920.1179831650975,50.0,62.66648799979741,3,3,male,One year,Credit card,fiber,No,yes,Yes,no,2488.22
78.0,41.420934943199136,181.04258940216297,5.0,43.473926353504744,5,3,M,monthly,Credit card,fiber,Yes,Yes,yes,no,1702.2
56.0,68.97988771154239,1506.6563164895879,19.0,21.581665474417555,1,3,Female,monthly,Mailed check,fiber,yes,Yes,yes,yes,381.32
76.0,39.29168718391003,658.8977622390901,15.0,42.739046551350995,10,3,female,monthly,electronic,fiber,no,yes,yes,no,3946.42
43.0,81.65232833562949,4386.437901446882,49.0,53.74212359343979,3,4,Female,yearly,electronic,Fiber optic,no,yes,no,no,3336.72
25.0,99.85517867989853,4475.806707207244,52.0,6.772339836747463,1,3,F,monthly,credit,fiber,No,No,yes,yes,943.48
60.0,94.54291973326997,5042.392968911177,61.0,71.96439765335211,5,2,M,monthly,electronic,No,yes,yes,yes,no,4425.49
40.0,40.04933123715945,593.2939349428605,16.0,42.60168468140108,3,3,F,monthly,Electronic check,Fiber optic,Y,No,Yes,yes,594.57
44.0,89.98000415645006,,1.0,49.20750496198519,4,4,Female,Two year,credit,DSL,Y,no,No,yes,1244.99
52.0,72.72574416465189,482.65222153007244,7.0,0.0,3,2,M,yearly,Electronic check,No,No,Yes,No,yes,351.57
47.0,46.62121365627114,1206.2288414570671,23.0,69.93906517546512,6,2,male,Month-to-month,Electronic check,Fiber optic,yes,no,yes,yes,100.0
78.0,74.35188868028561,4086.969968369146,54.0,63.13065139442347,6,3,female,monthly,Credit card,fiber,yes,no,No,no,2443.17
67.0,45.68915887626227,321.46317595688856,8.0,46.75200899308629,9,1,female,monthly,Electronic check,None,Y,yes,No,no,1323.65
23.0,89.22038518748403,1558.5616966690861,16.0,60.807401167005295,3,3,F,monthly,Electronic check,None,no,No,no,yes,818.77
75.0,53.978208556815545,785.1377313671486,17.0,7.640536462438952,6,3,Male,Two year,Mailed check,fiber,yes,Yes,yes,no,1796.55
51.0,75.83328049031876,1972.4878305141972,32.0,52.49718029871962,6,2,Female,Two year,Bank transfer,Fiber optic,yes,no,yes,no,3597.19
18.0,50.49446783780101,1896.4024984002722,40.0,70.29043555052448,8,4,Male,yearly,Mailed check,DSL,Yes,yes,no,no,3170.61
34.0,77.23143100599515,5502.467452997547,69.0,84.8241833834748,6,1,male,Two year,Mailed check,fiber,yes,no,yes,no,3021.67
33.0,56.10070766348221,1330.0557278924443,20.0,62.314862945536504,3,3,F,monthly,Electronic check,DSL,yes,No,Yes,yes,187.96
23.0,62.58607503185949,2719.8487754260545,38.0,30.776986306331413,10,3,female,Month-to-month,Bank transfer,dsl,Yes,No,No,no,3780.01
61.0,84.4258695880542,2110.9989380906018,24.0,25.97270834782871,9,3,M,One year,Mailed check,None,Yes,No,No,no,3228.89
34.0,50.97749811165956,56.96728849397862,1.0,62.44874186912807,2,2,M,Two year,credit,DSL,No,Yes,No,no,1110.81
66.0,77.52299354591274,2818.366458689664,37.0,65.72463107602191,10,3,Female,yearly,Electronic check,No,yes,No,yes,no,3149.39
38.0,39.52523439025181,3223.8233482976534,69.0,36.701877098624045,9,3,F,Two year,Credit card,Fiber optic,No,Yes,no,no,3773.45
40.0,80.90190139458093,4629.528752253143,67.0,58.13717363962106,2,3,male,monthly,Bank transfer,Fiber optic,Y,yes,No,no,2807.13
75.0,75.33830309204924,3016.543745432982,39.0,54.1167216822822,9,3,Female,Month-to-month,credit,dsl,Yes,no,no,no,2207.54
52.0,85.52519062900217,933.8718495103652,10.0,62.56029081579048,10,2,female,monthly,Bank transfer,DSL,Y,yes,yes,no,3632.33
200.0,320.4632462595564,18975.542266170218,69.0,45.961305098659786,8,4,M,One year,Credit card,DSL,no,No,No,no,3705.33
51.0,74.06844167387153,3826.428758109087,58.0,42.25806663133635,8,1,Male,monthly,Bank transfer,No,N,Yes,Yes,no,2586.87
49.0,71.98374455709435,308.0859428651398,4.0,43.96241672777239,2,3,F,One year,Credit card,None,yes,Yes,Yes,no,794.6
21.0,75.99603725541337,2562.552428936922,41.0,50.18051712159965,7,2,M,Two year,Electronic check,fiber,no,no,yes,no,5566.55
78.0,25.288073681959673,1382.416807621066,68.0,37.75677989694705,4,2,female,monthly,electronic,dsl,Y,yes,No,no,2358.34
33.0,67.06604712338448,1790.1074315197584,24.0,74.0125059839786,3,2,F,monthly,credit,fiber,Yes,yes,Yes,no,2684.31
30.0,71.22409624889733,1090.6864541731088,13.0,41.73500765688115,2,4,F,Month-to-month,Electronic check,No,No,No,no,yes,100.0
77.0,60.7891572085352,3001.0784299405263,48.0,43.94862571872467,6,3,male,Month-to-month,Bank transfer,None,No,no,Yes,no,2447.36
59.0,78.76111644354536,1312.0571683400628,20.0,74.06363239399516,10,2,M,monthly,electronic,fiber,Yes,No,no,no,2534.42
66.0,82.69194213451175,4225.931663943169,50.0,48.59583646399031,2,2,F,monthly,Mailed check,DSL,Y,yes,No,no,2520.68
21.0,53.44912936801335,3517.9700086600865,65.0,82.01631784053458,9,2,M,monthly,Electronic check,No,no,yes,yes,no,3542.26
43.0,49.89232845312511,758.117066415168,15.0,29.05335076996596,1,1,Female,Two year,electronic,fiber,Y,no,Yes,no,1514.69
21.0,54.91581250836294,2725.890937897024,53.0,55.25935045017272,9,3,Male,Two year,Mailed check,No,No,no,yes,no,4944.65
39.0,81.1418294745769,,66.0,61.04554894073335,10,1,Male,Month-to-month,Mailed check,dsl,no,yes,no,no,4542.36
62.0,58.34665274207325,53.27264447798259,1.0,56.590239034818296,10,3,Female,Month-to-month,Credit card,DSL,Yes,no,no,no,1527.23
25.0,58.70382203233187,2213.3779101960126,35.0,8.535964005128733,5,3,M,monthly,Bank transfer,dsl,Yes,yes,Yes,no,2733.97
35.0,26.42675161488657,964.0094141089552,35.0,51.70712769857272,9,1,F,Month-to-month,electronic,None,yes,Yes,No,no,2084.38
62.0,59.75579139931057,3506.1813350537022,63.0,52.784413427938496,3,1,F,monthly,Mailed check,dsl,Y,No,no,yes,460.98
21.0,71.80119301411399,1743.1974304960297,25.0,48.74659964467556,2,2,F,Two year,Electronic check,Fiber optic,Yes,no,yes,no,3130.39
59.0,65.56830253689137,4164.314646290871,69.0,63.943097939302326,8,4,male,monthly,credit,None,Yes,No,yes,no,5062.05
38.0,66.80279320146656,1311.4681876716593,22.0,35.383942921514105,3,1,F,monthly,electronic,No,No,no,yes,yes,100.0
38.0,86.33603993205244,2880.631089937958,30.0,79.16961424037763,8,1,Female,yearly,Mailed check,DSL,yes,no,yes,no,2378.07
71.0,76.34387945606461,2728.8183633192593,34.0,39.11562422663823,5,2,Female,monthly,Bank transfer,dsl,yes,no,Yes,yes,100.0
51.0,72.58066744224291,540.1238326570586,9.0,71.18135292730716,5,1,female,Month-to-month,electronic,Fiber optic,N,No,no,yes,100.0
48.0,,915.7560968385384,22.0,56.941263647391,6,1,M,One year,Bank transfer,fiber,yes,yes,no,no,3832.19
55.0,66.19201977949272,1859.4702405893518,25.0,60.71332026122355,4,2,F,Month-to-month,Credit card,DSL,Y,Yes,yes,yes,100.0
20.0,80.33565697993134,5146.253528230972,67.0,26.637748896467716,10,4,female,Two year,Credit card,None,yes,No,No,no,3430.41
74.0,52.37723315739928,3698.4747624332736,63.0,40.45937889207503,3,4,male,Month-to-month,Credit card,fiber,Yes,No,yes,no,1669.64
75.0,42.90648741724701,2089.7153593610756,47.0,17.653212177950188,1,1,F,Two year,Mailed check,Fiber optic,No,Yes,no,no,1287.82
52.0,63.34646222395018,3024.4566935473267,43.0,43.39258007667402,7,2,Male,Two year,Bank transfer,DSL,Yes,no,no,no,3845.45
43.0,67.61516137864771,5579.205950986088,69.0,76.8636887695539,6,4,F,Two year,Bank transfer,None,yes,no,No,no,2956.41
25.0,55.9748170825838,3024.1276281294204,62.0,43.58035029838285,3,2,male,Month-to-month,Bank transfer,DSL,yes,Yes,Yes,no,3235.6
48.0,22.597556074168487,334.46820444144004,15.0,49.00388931677592,2,1,Female,monthly,credit,Fiber optic,Yes,Yes,no,yes,100.0
-56.0,-62.04319477741683,2967.7068704973035,42.0,43.56757148586586,3,1,Female,Month-to-month,electronic,DSL,yes,No,No,yes,1103.21
70.0,69.63132738861795,4591.571609774703,61.0,69.28772793897927,3,1,male,monthly,Mailed check,Fiber optic,Yes,Yes,no,yes,650.62
32.0,41.1757875055896,1382.145599163524,39.0,73.97647616284704,5,2,Male,yearly,,DSL,N,yes,Yes,no,3377.58
18.0,59.905831630568045,3834.1660094432855,70.0,39.7226836000746,5,3,Male,monthly,Electronic check,dsl,N,No,No,no,1832.92
77.0,69.71315175974395,3573.3321507886985,60.0,106.46935981173263,10,1,Male,monthly,Credit card,DSL,yes,yes,yes,no,3357.55
29.0,94.28027193604511,5201.455243965296,63.0,0.0,8,1,F,yearly,Credit card,fiber,Yes,No,no,no,2489.03
22.0,80.98358934343587,3651.895839251498,42.0,39.113262139708,9,3,F,One year,credit,fiber,Yes,yes,yes,no,3603.72
43.0,81.35511019146384,1068.6792306744396,11.0,67.42861278046279,6,1,Male,monthly,Mailed check,fiber,no,Yes,Yes,yes,100.0
47.0,67.16048860153336,472.55343684207185,6.0,71.241545832981,6,4,Female,Month-to-month,Electronic check,fiber,no,No,No,yes,579.85
54.0,56.646862883895764,270.6705247881949,4.0,49.95277938565494,10,2,female,monthly,Mailed check,dsl,no,no,no,no,1668.84
49.0,64.1906377718506,347.3136547275833,6.0,64.12407935035729,8,4,female,Month-to-month,Bank transfer,No,Y,no,yes,no,2696.92
32.0,44.735286088313906,1692.3086728645267,32.0,30.522890442789485,8,3,Female,One year,Mailed check,dsl,Yes,No,yes,no,1796.86
77.0,105.79642672439005,1842.1641053611108,20.0,45.92501680854503,7,3,male,Two year,Bank transfer,None,No,Yes,yes,no,3555.34
44.0,83.15950511239173,3708.7109956423155,54.0,58.86648893364739,5,4,female,monthly,Mailed check,DSL,yes,No,yes,no,2898.08
50.0,55.82584260923282,1496.350985398711,27.0,40.33537441338601,2,3,,yearly,Electronic check,DSL,yes,yes,Yes,yes,571.72
66.0,43.76278273978464,205.5353021484835,4.0,33.250679741196805,10,4,male,Two year,Bank transfer,dsl,Yes,yes,Yes,no,2110.59
24.0,63.22840793903753,5147.012214295268,71.0,71.19334078341845,5,3,Male,Two year,Bank transfer,DSL,yes,Yes,No,no,1912.72
64.0,56.437877034534594,117.0923139264953,2.0,25.84478823412746,7,1,Female,monthly,Bank transfer,fiber,yes,yes,No,yes,227.99
64.0,45.179382917465915,2963.3033326538152,69.0,22.116325358541715,5,4,Male,monthly,Electronic check,DSL,Y,Yes,yes,yes,1882.58
60.0,71.0275934982634,4026.7108609020743,68.0,53.795089226149884,4,1,female,Month-to-month,Bank transfer,dsl,Y,Yes,Yes,no,3293.29
58.0,49.24158841799205,104.42934107030176,2.0,55.75985283730491,3,1,M,Month-to-month,Credit card,dsl,yes,yes,Yes,yes,100.0
48.0,49.568897799827724,2622.109813580681,49.0,45.41414931970445,8,4,Female,Month-to-month,Electronic check,None,yes,Yes,No,no,3568.24
38.0,60.46532379945015,3273.8827724423863,63.0,18.882657173108125,6,3,female,Month-to-month,Mailed check,dsl,N,no,No,no,3562.84
43.0,72.17257157123807,2589.8165501768963,37.0,57.24776851214527,3,2,Male,Two year,electronic,fiber,yes,yes,yes,no,2985.22
54.0,33.879494424280914,2230.2047626478734,56.0,81.34201395680553,8,2,female,Month-to-month,Bank transfer,DSL,No,Yes,yes,yes,139.65
71.0,89.386989805797,4178.815146500373,41.0,36.12902717726416,1,4,Female,Month-to-month,Bank transfer,fiber,Yes,no,No,yes,1186.25
77.0,48.02194249351851,2349.3296055454603,60.0,27.294652400347164,10,1,male,monthly,Mailed check,No,N,Yes,Yes,no,2047.26
100.0,370.2513140091821,15537.029143247164,10.0,62.786734408302834,7,2,male,monthly,Mailed check,DSL,N,No,No,no,1630.04
74.0,54.5861533091508,1197.0677549173884,19.0,20.018347491752138,2,2,Female,One year,Mailed check,fiber,Yes,Yes,no,no,1296.41
47.0,35.166890438331976,1917.054337886199,47.0,4.222316371848066,6,4,M,monthly,credit,fiber,Y,yes,Yes,no,2499.78
43.0,68.5939153743414,2285.0710442503996,35.0,69.64618967179987,4,4,F,yearly,electronic,DSL,yes,yes,no,no,3612.25
36.0,66.51198978901874,5052.712286631121,66.0,33.665627170846676,10,2,female,monthly,electronic,dsl,no,yes,Yes,no,3262.58
31.0,69.04996014389039,4743.170122867167,67.0,8.691212865117961,7,1,M,Two year,credit,dsl,yes,Yes,yes,no,4224.91
40.0,88.21222835387317,603.6772110331639,7.0,41.59247982967796,4,3,M,Two year,Electronic check,fiber,Yes,yes,no,yes,457.18
34.0,48.824438355252106,156.34775445129637,4.0,55.544321391239194,1,2,F,monthly,Mailed check,fiber,N,Yes,No,no,898.1
73.0,55.6154589084271,1552.2417438510395,26.0,58.38867637988981,3,2,female,yearly,electronic,fiber,Yes,no,No,no,3154.73
58.0,36.500237764367476,1219.362447035772,35.0,54.62828192311143,5,3,Female,monthly,electronic,DSL,N,No,No,yes,100.0
27.0,47.67427581891388,298.0091615056024,7.0,85.13886055650677,3,2,F,Month-to-month,Credit card,fiber,Yes,Yes,yes,yes,100.0
62.0,105.75715100473394,2140.980245284363,24.0,4.5911410067906075,10,2,Male,Two year,Bank transfer,dsl,Y,no,no,no,3711.88
25.0,69.9961252006274,2526.035116203154,37.0,89.89139323108382,9,4,Male,yearly,Bank transfer,DSL,no,No,yes,no,3639.25
32.0,64.53255891707566,1270.9461033659964,22.0,20.569501136234848,3,1,Female,monthly,Bank transfer,No,Y,Yes,yes,yes,100.0
79.0,58.35099643475295,1039.4033924891053,21.0,33.60680331790107,1,4,F,Month-to-month,credit,None,Y,no,no,yes,100.0
37.0,98.11026920105012,3212.6133109649877,38.0,17.379257126845758,7,3,M,Month-to-month,electronic,fiber,Yes,yes,no,no,2796.36
60.0,69.59856556841571,5562.0161659500955,68.0,42.06750243119627,4,4,M,monthly,Mailed check,DSL,Yes,yes,Yes,no,3383.1
33.0,56.86880225637617,2035.2546360604397,31.0,61.9053370301466,8,3,male,Two year,Mailed check,fiber,N,yes,no,no,3033.94
73.0,34.360773727209526,40.68824658234945,1.0,24.94384539906596,8,4,M,Two year,Bank transfer,DSL,no,No,No,no,898.89
42.0,57.73437543443079,2884.4846369609168,48.0,46.9540225452391,7,4,Male,yearly,Mailed check,DSL,Y,No,yes,no,3013.99
51.0,66.86939164582283,3904.8477886371757,67.0,108.16680857469996,4,3,F,yearly,Electronic check,dsl,no,yes,Yes,no,3570.55
28.0,28.906154876670925,618.833821752375,22.0,0.0,3,2,Female,yearly,Mailed check,dsl,Y,No,No,no,844.03
36.0,28.89879469729837,708.114429549491,24.0,69.81088407194974,7,1,female,monthly,Credit card,DSL,no,no,Yes,yes,100.0
45.0,70.9803491411624,4756.350194336692,63.0,30.189917023443723,8,2,F,Month-to-month,credit,Fiber optic,Y,No,yes,no,4575.58
40.0,91.25263968178268,4079.9586626404075,41.0,54.16219869745687,2,2,M,Month-to-month,Bank transfer,No,Y,no,No,yes,1258.37
22.0,70.98246778672683,1098.009736396851,18.0,55.125156659045714,6,4,M,Two year,electronic,fiber,Y,Yes,Yes,no,3016.44
47.0,47.67822485588268,1228.904171883756,26.0,82.07689267971995,2,2,Female,Two year,Mailed check,No,Y,no,Yes,no,2050.03
64.0,52.88640252779025,98.39907823099772,2.0,71.4136194976157,5,4,female,Two year,Mailed check,None,yes,No,yes,no,100.0
35.0,96.50435815568852,2972.115123384823,34.0,30.3911322892987,2,3,Male,monthly,Mailed check,fiber,yes,Yes,yes,no,3199.71
72.0,76.23941815278206,878.920150969191,10.0,14.49382056847395,4,2,Male,monthly,Electronic check,dsl,Yes,no,No,no,2181.32
56.0,88.95123133708557,6383.5402388882985,70.0,54.81021958879952,4,3,F,Month-to-month,Mailed check,None,No,no,No,no,3829.04
32.0,27.5009520225164,1968.6734303459486,63.0,50.502103274394166,1,4,Female,Two year,electronic,fiber,Yes,No,Yes,no,2945.18
74.0,44.36045283671158,2722.6931226291103,60.0,63.67758447236374,1,3,M,Two year,electronic,fiber,yes,No,no,no,3618.42
38.0,55.157625406169664,1254.7081340503262,19.0,71.75477325179035,7,4,M,Month-to-month,electronic,Fiber optic,Y,yes,no,yes,1242.2
58.0,81.56723915047695,5935.687243293949,62.0,72.92051270758463,10,2,Male,monthly,Bank transfer,dsl,Y,yes,no,no,4134.76
27.0,84.20754297476313,3891.721428369993,51.0,57.49653937186922,6,2,Male,Month-to-month,Credit card,Fiber optic,yes,Yes,no,yes,1233.83
79.0,101.36081757077949,2186.7029283999113,22.0,41.27166681676897,9,3,Female,Month-to-month,electronic,fiber,No,yes,no,no,3490.35
30.0,,,65.0,73.82120357853566,8,1,male,Month-to-month,Credit card,dsl,Yes,No,Yes,no,4207.13
73.0,73.51268807559337,754.4467925431885,9.0,90.34628083695968,4,1,Female,yearly,electronic,Fiber optic,Y,no,no,no,1649.18
48.0,67.5124462131008,2651.218797859342,41.0,62.0694350077095,5,3,Male,One year,electronic,Fiber optic,No,No,yes,yes,1629.63
31.0,60.83098443461394,3420.2356266901693,49.0,36.18016504077569,6,1,female,monthly,Electronic check,Fiber optic,No,Yes,yes,no,2548.29
56.0,73.33069325224085,3524.1327663131287,46.0,92.16447525352967,6,2,M,Month-to-month,Mailed check,DSL,Y,yes,no,no,1706.24
31.0,38.210336893786604,546.6092166436564,12.0,79.24706385343566,5,1,F,monthly,Bank transfer,DSL,N,yes,No,yes,100.0
50.0,57.83430002970482,727.8058129763151,14.0,63.782960462010635,6,3,Female,Two year,electronic,fiber,Y,No,no,no,1875.99
69.0,57.167377895862785,98.06566544749938,2.0,45.33017664605738,4,4,Female,Month-to-month,Mailed check,None,Y,No,no,yes,100.0
-30.0,-40.35732146684013,599.9896075603841,13.0,45.38033325884876,3,4,M,Month-to-month,Bank transfer,Fiber optic,no,no,no,yes,639.94
18.0,91.02606371998756,1018.7943218926592,13.0,25.089545698467056,4,1,Female,monthly,Bank transfer,DSL,Y,yes,yes,yes,100.0
25.0,61.966972986406034,2908.299383989751,44.0,66.6098623662011,8,1,F,Month-to-month,credit,No,Yes,no,Yes,no,4141.77
75.0,29.97124005592336,1740.5145912696062,71.0,95.55247896868374,4,1,female,Two year,credit,dsl,N,Yes,No,no,2258.17
45.0,77.18629584649497,4286.443305955341,69.0,67.37981001990613,6,1,M,Two year,Bank transfer,DSL,yes,Yes,no,no,2944.3
44.0,72.25927200605271,2902.543200848418,38.0,45.036787220267364,3,2,male,yearly,electronic,dsl,no,Yes,No,no,2242.01
34.0,51.791942009047325,383.95827640321085,7.0,55.67428814756971,10,4,male,monthly,credit,fiber,Y,No,No,yes,100.0
24.0,77.31552984276176,1045.6020666467525,12.0,70.33321771775663,2,4,male,yearly,Mailed check,DSL,Yes,yes,Yes,yes,349.13
35.0,36.6501151048519,87.25405559292673,2.0,42.95944189505098,6,1,Female,yearly,Electronic check,DSL,Yes,yes,Yes,no,660.48
66.0,73.84547261400398,2176.7564124935043,29.0,47.60852841122211,10,4,M,yearly,Electronic check,Fiber optic,no,Yes,No,no,3454.81
70.0,48.029921336432935,1525.2861215936166,29.0,35.828732582593894,10,2,Female,One year,Electronic check,None,Yes,yes,yes,no,2778.23
47.0,58.31270529670492,4184.638287610665,69.0,16.521827391944214,1,3,Female,Month-to-month,Mailed check,No,Y,yes,no,no,2113.39
45.0,52.572887190280966,2007.3618522766749,44.0,93.38643619773677,9,1,F,Month-to-month,Electronic check,fiber,no,yes,Yes,no,2694.9
59.0,61.09948222355907,2407.3841463802805,37.0,49.397996566296314,6,1,Male,monthly,electronic,DSL,No,yes,no,no,2199.77
43.0,66.86933124080491,293.1136871841315,4.0,75.49189032984752,10,4,male,yearly,Electronic check,fiber,Yes,no,Yes,no,2346.04
37.0,90.8458389736284,4942.67250180052,66.0,110.26100472765285,2,3,F,Month-to-month,Electronic check,dsl,Y,no,no,yes,1786.3
43.0,84.14817853923546,3251.125612539079,44.0,72.37994740379106,2,3,F,monthly,Mailed check,No,N,Yes,yes,yes,342.51
38.0,65.33379011282513,215.2600176886805,3.0,72.31964664184659,7,2,M,Two year,Mailed check,Fiber optic,no,no,no,no,2927.6
29.0,31.556731599306616,816.6179888409414,32.0,55.33115417758882,7,2,female,yearly,Electronic check,dsl,N,Yes,No,no,1558.19
25.0,25.60487647613911,1793.6815864938794,60.0,16.411104179132003,6,3,M,monthly,Electronic check,DSL,Yes,No,yes,no,2241.65
150.0,312.70490967034283,20870.036880614058,20.0,19.09320130395284,2,4,M,Month-to-month,electronic,fiber,N,Yes,Yes,yes,100.0
70.0,54.42741016799645,3406.8781661091275,59.0,58.697259086855745,2,2,Male,monthly,Mailed check,Fiber optic,yes,No,no,yes,100.0
32.0,78.81974417720681,513.7382795987734,6.0,42.467045249184075,1,1,female,yearly,Credit card,No,Y,yes,yes,yes,100.0
73.0,75.22708321451998,2273.818898370717,37.0,39.95295779071837,7,1,male,One year,Bank transfer,Fiber optic,yes,no,Yes,no,2765.3
63.0,82.83837465828692,4467.334319789874,48.0,23.845103144171908,5,2,M,monthly,credit,dsl,yes,yes,no,no,1282.18
,,4220.744543562929,51.0,36.91437337475015,9,1,Female,monthly,Bank transfer,fiber,Y,No,Yes,yes,1590.05
22.0,50.09654390389678,2508.9274487210223,58.0,80.7219740255062,10,4,female,yearly,Credit card,Fiber optic,Y,Yes,No,no,4634.76
34.0,66.69031794693917,807.971343655744,14.0,71.86686390191184,5,2,Female,Two year,Electronic check,No,Yes,No,No,no,2682.87
52.0,75.69469312075108,212.5180070180496,3.0,31.5795724498126,2,2,Female,Month-to-month,Mailed check,No,no,No,Yes,yes,100.0
63.0,98.4244231888126,1294.4956384204866,11.0,14.045194555934813,6,1,male,Month-to-month,Bank transfer,dsl,yes,no,No,no,1855.62
58.0,75.75689196015345,785.5448262129644,12.0,74.8280058150417,3,1,F,yearly,Credit card,DSL,N,Yes,No,no,100.0
57.0,67.37246418404132,2982.867520607339,52.0,33.93438084831729,5,4,M,One year,credit,DSL,Y,no,Yes,no,3290.43
39.0,10.0,433.9827916533715,42.0,73.76727200700387,2,1,Male,Two year,Bank transfer,None,N,Yes,yes,yes,100.0
62.0,94.30848841688562,4680.411942297595,53.0,24.31557736773832,10,3,male,monthly,electronic,Fiber optic,yes,yes,No,no,4470.11
46.0,32.13952750569365,175.86657386189276,6.0,40.96271651782716,3,4,Female,yearly,credit,No,yes,no,Yes,yes,100.0
23.0,81.39380223382884,5568.044535472002,59.0,57.08704240442678,10,1,male,monthly,electronic,fiber,Y,No,No,yes,2005.03
52.0,39.207498651515714,2094.287233911769,63.0,86.87884164868173,4,4,male,Two year,Credit card,dsl,Y,No,no,no,2568.39
74.0,102.61627420551633,4421.435742208146,42.0,52.94017165510437,5,2,M,monthly,Electronic check,fiber,no,no,no,yes,783.76
32.0,65.69653173789081,1122.7980139475972,18.0,63.13026809700023,3,2,female,Two year,electronic,DSL,Y,no,no,yes,728.93
60.0,42.741358501539025,1475.0929863742213,41.0,57.676531298527784,2,4,Female,Two year,Electronic check,None,yes,no,no,no,2834.72
61.0,97.12801505302262,4955.746125501693,55.0,18.049267630209137,6,1,female,yearly,credit,No,Y,yes,no,no,4289.57
49.0,78.77967905450107,1912.3970424386953,21.0,51.5353008469791,5,1,Female,One year,Mailed check,DSL,No,Yes,yes,no,2702.73
,62.59234939086635,3452.6919134187474,52.0,41.673316351090705,1,3,female,monthly,electronic,dsl,Y,Yes,Yes,yes,561.5
70.0,43.88861724180884,862.5341756747924,17.0,28.085353820792967,7,4,Female,Month-to-month,Mailed check,DSL,Yes,No,yes,no,2201.57
66.0,92.94895920873883,2905.66173235368,28.0,47.58768281639608,10,2,Male,monthly,credit,fiber,Y,no,yes,no,3798.28
